run_id,timestamp,step_name,stage,duration,status,error_type,error_message,log_text,failure_type,line_number,file_path,matched_line,exit_code,python_version
dependency-test	Checkout Repository	2026-08-19T14:06:51.2487477Z [command]/usr/bin/git version
dependency-test	Checkout Repository	2026-08-19T14:06:51.2560170Z git version 2.55.0
dependency-test	Checkout Repository	2026-08-19T14:06:51.2582335Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-19T14:06:51.2602588Z Temporarily overriding HOME='/home/runner/work/_temp/067b06e4-5040-42ac-b4c8-7784de211feb' before making global git config changes
dependency-test	Checkout Repository	2026-08-19T14:06:51.2608131Z Adding repository directory to the temporary git global config as a safe directory
dependency-test	Checkout Repository	2026-08-19T14:06:51.2610495Z [command]/usr/bin/git config --global --add safe.directory /home/runner/work/dependency-error-repo/dependency-error-repo
dependency-test	Checkout Repository	2026-08-19T14:06:51.2678670Z Deleting the contents of '/home/runner/work/dependency-error-repo/dependency-error-repo'
dependency-test	Checkout Repository	2026-08-19T14:06:51.2682865Z ##[group]Initializing the repository
dependency-test	Checkout Repository	2026-08-19T14:06:51.2688571Z [command]/usr/bin/git init /home/runner/work/dependency-error-repo/dependency-error-repo
dependency-test	Checkout Repository	2026-08-19T14:06:51.2803217Z hint: Using 'master' as the name for the initial branch. This default branch name
dependency-test	Checkout Repository	2026-08-19T14:06:51.2804764Z hint: will change to ""main"" in Git 3.0. To configure the initial branch name
dependency-test	Checkout Repository	2026-08-19T14:06:51.2806814Z hint: to use in all of your new repositories, which will suppress this warning,
dependency-test	Checkout Repository	2026-08-19T14:06:51.2807669Z hint: call:
dependency-test	Checkout Repository	2026-08-19T14:06:51.2808142Z hint:
dependency-test	Checkout Repository	2026-08-19T14:06:51.2808904Z hint: 	git config --global init.defaultBranch <name>
dependency-test	Checkout Repository	2026-08-19T14:06:51.2810078Z hint:
dependency-test	Checkout Repository	2026-08-19T14:06:51.2810745Z hint: Names commonly chosen instead of 'master' are 'main', 'trunk' and
dependency-test	Checkout Repository	2026-08-19T14:06:51.2812056Z hint: 'development'. The just-created branch can be renamed via this command:
dependency-test	Checkout Repository	2026-08-19T14:06:51.2813410Z hint:
dependency-test	Checkout Repository	2026-08-19T14:06:51.2813956Z hint: 	git branch -m <name>
dependency-test	Checkout Repository	2026-08-19T14:06:51.2814795Z hint:
dependency-test	Checkout Repository	2026-08-19T14:06:51.2815472Z hint: Disable this message with ""git config set advice.defaultBranchName false""
dependency-test	Checkout Repository	2026-08-19T14:06:51.2816837Z Initialized empty Git repository in /home/runner/work/dependency-error-repo/dependency-error-repo/.git/
dependency-test	Checkout Repository	2026-08-19T14:06:51.2819910Z [command]/usr/bin/git remote add origin https://github.com/DhruvHegde/dependency-error-repo
dependency-test	Checkout Repository	2026-08-19T14:06:51.2881583Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-19T14:06:51.2883136Z ##[group]Disabling automatic garbage collection
dependency-test	Checkout Repository	2026-08-19T14:06:51.2886027Z [command]/usr/bin/git config --local gc.auto 0
dependency-test	Checkout Repository	2026-08-19T14:06:51.2929187Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-19T14:06:51.2931077Z ##[group]Setting up auth
dependency-test	Checkout Repository	2026-08-19T14:06:51.2937430Z [command]/usr/bin/git config --local --name-only --get-regexp core\.sshCommand
dependency-test	Checkout Repository	2026-08-19T14:06:51.2973933Z [command]/usr/bin/git submodule foreach --recursive sh -c ""git config --local --name-only --get-regexp 'core\.sshCommand' && git config --local --unset-all 'core.sshCommand' || :""
dependency-test	Checkout Repository	2026-08-19T14:06:51.3414404Z [command]/usr/bin/git config --local --name-only --get-regexp http\.https\:\/\/github\.com\/\.extraheader
dependency-test	Checkout Repository	2026-08-19T14:06:51.3472612Z [command]/usr/bin/git submodule foreach --recursive sh -c ""git config --local --name-only --get-regexp 'http\.https\:\/\/github\.com\/\.extraheader' && git config --local --unset-all 'http.https://github.com/.extraheader' || :""
dependency-test	Checkout Repository	2026-08-19T14:06:51.3750349Z [command]/usr/bin/git config --local --name-only --get-regexp ^includeIf\.gitdir:
dependency-test	Checkout Repository	2026-08-19T14:06:51.3826947Z [command]/usr/bin/git submodule foreach --recursive git config --local --show-origin --name-only --get-regexp remote.origin.url
dependency-test	Checkout Repository	2026-08-19T14:06:51.4087824Z [command]/usr/bin/git config --local http.https://github.com/.extraheader AUTHORIZATION: basic ***
dependency-test	Checkout Repository	2026-08-19T14:06:51.4136378Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-19T14:06:51.4137443Z ##[group]Fetching the repository
dependency-test	Checkout Repository	2026-08-19T14:06:51.4151663Z [command]/usr/bin/git -c protocol.version=2 fetch --no-tags --prune --no-recurse-submodules --depth=1 origin +7a84c43d3a5df289e4bd806d4be748bc53444ba2:refs/remotes/origin/feature/syntax-errors
dependency-test	Checkout Repository	2026-08-19T14:06:51.6835553Z From https://github.com/DhruvHegde/dependency-error-repo
dependency-test	Checkout Repository	2026-08-19T14:06:51.6838518Z  * [new ref]         7a84c43d3a5df289e4bd806d4be748bc53444ba2 -> origin/feature/syntax-errors
dependency-test	Checkout Repository	2026-08-19T14:06:51.6843799Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-19T14:06:51.6845899Z ##[group]Determining the checkout info
dependency-test	Checkout Repository	2026-08-19T14:06:51.6847656Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-19T14:06:51.6850578Z [command]/usr/bin/git sparse-checkout disable
dependency-test	Checkout Repository	2026-08-19T14:06:51.6904419Z [command]/usr/bin/git config --local --unset-all extensions.worktreeConfig
dependency-test	Checkout Repository	2026-08-19T14:06:51.6939206Z ##[group]Checking out the ref
dependency-test	Checkout Repository	2026-08-19T14:06:51.6943663Z [command]/usr/bin/git checkout --progress --force -B feature/syntax-errors refs/remotes/origin/feature/syntax-errors
dependency-test	Checkout Repository	2026-08-19T14:06:51.7020023Z Switched to a new branch 'feature/syntax-errors'
dependency-test	Checkout Repository	2026-08-19T14:06:51.7025555Z branch 'feature/syntax-errors' set up to track 'origin/feature/syntax-errors'.
dependency-test	Checkout Repository	2026-08-19T14:06:51.7033095Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-19T14:06:51.7085361Z [command]/usr/bin/git log -1 --format=%H
dependency-test	Checkout Repository	2026-08-19T14:06:51.7115036Z 7a84c43d3a5df289e4bd806d4be748bc53444ba2
dependency-test	Setup Python	﻿2026-08-19T14:06:51.7473481Z Node 20 is being deprecated. This workflow is running with Node 24 by default. If you need to temporarily use Node 20, you can set the ACTIONS_ALLOW_USE_UNSECURE_NODE_VERSION=true environment variable. For more information see: https://github.blog/changelog/2025-09-19-deprecation-of-node-20-on-github-actions-runners/
dependency-test	Setup Python	2026-08-19T14:06:51.7478922Z ##[group]Run actions/setup-python@v5
dependency-test	Setup Python	2026-08-19T14:06:51.7480237Z with:
dependency-test	Setup Python	2026-08-19T14:06:51.7480960Z   python-version: 3.11
dependency-test	Setup Python	2026-08-19T14:06:51.7481809Z   check-latest: false
dependency-test	Setup Python	2026-08-19T14:06:51.7490666Z   token: ***
dependency-test	Setup Python	2026-08-19T14:06:51.7491438Z   update-environment: true
dependency-test	Setup Python	2026-08-19T14:06:51.7492359Z   allow-prereleases: false
dependency-test	Setup Python	2026-08-19T14:06:51.7493269Z   freethreaded: false
dependency-test	Setup Python	2026-08-19T14:06:51.7494076Z ##[endgroup]
dependency-test	Setup Python	2026-08-19T14:06:51.8827329Z ##[group]Installed versions
dependency-test	Setup Python	2026-08-19T14:06:51.8916784Z (node:2178) [DEP0040] DeprecationWarning: The `punycode` module is deprecated. Please use a userland alternative instead.
dependency-test	Setup Python	2026-08-19T14:06:51.8920902Z (Use `node --trace-deprecation ...` to show where the warning was created)
dependency-test	Setup Python	2026-08-19T14:06:51.8923228Z Successfully set up CPython (3.11.16)
dependency-test	Setup Python	2026-08-19T14:06:51.8925434Z ##[endgroup]
dependency-test	Install Dependencies	﻿2026-08-19T14:06:51.9120986Z ##[group]Run python -m pip install --upgrade pip
dependency-test	Install Dependencies	2026-08-19T14:06:51.9122569Z ^[[36;1mpython -m pip install --upgrade pip^[[0m
dependency-test	Install Dependencies	2026-08-19T14:06:51.9123930Z ^[[36;1mpip install -r requirements.txt^[[0m
dependency-test	Install Dependencies	2026-08-19T14:06:51.9192624Z shell: /usr/bin/bash -e {0}
dependency-test	Install Dependencies	2026-08-19T14:06:51.9194910Z env:
dependency-test	Install Dependencies	2026-08-19T14:06:51.9196618Z   pythonLocation: /opt/hostedtoolcache/Python/3.11.16/x64
dependency-test	Install Dependencies	2026-08-19T14:06:51.9198939Z   PKG_CONFIG_PATH: /opt/hostedtoolcache/Python/3.11.16/x64/lib/pkgconfig
dependency-test	Install Dependencies	2026-08-19T14:06:51.9201438Z   Python_ROOT_DIR: /opt/hostedtoolcache/Python/3.11.16/x64
dependency-test	Install Dependencies	2026-08-19T14:06:51.9203506Z   Python2_ROOT_DIR: /opt/hostedtoolcache/Python/3.11.16/x64
dependency-test	Install Dependencies	2026-08-19T14:06:51.9205171Z   Python3_ROOT_DIR: /opt/hostedtoolcache/Python/3.11.16/x64
dependency-test	Install Dependencies	2026-08-19T14:06:51.9207672Z   LD_LIBRARY_PATH: /opt/hostedtoolcache/Python/3.11.16/x64/lib
dependency-test	Install Dependencies	2026-08-19T14:06:51.9210615Z ##[endgroup]
dependency-test	Install Dependencies	2026-08-19T14:06:52.5410716Z Requirement already satisfied: pip in /opt/hostedtoolcache/Python/3.11.16/x64/lib/python3.11/site-packages (26.2.1)
dependency-test	Install Dependencies	2026-08-19T14:06:53.1189437Z Collecting pytest (from -r requirements.txt (line 1))
dependency-test	Install Dependencies	2026-08-19T14:06:53.1917130Z   Downloading pytest-9.1.1-py3-none-any.whl.metadata (7.6 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.2081645Z Collecting iniconfig>=1.0.1 (from pytest->-r requirements.txt (line 1))
dependency-test	Install Dependencies	2026-08-19T14:06:53.2164560Z   Downloading iniconfig-2.3.0-py3-none-any.whl.metadata (2.5 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.2352294Z Collecting packaging>=22 (from pytest->-r requirements.txt (line 1))
dependency-test	Install Dependencies	2026-08-19T14:06:53.2432417Z   Downloading packaging-26.3-py3-none-any.whl.metadata (3.5 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.2591123Z Collecting pluggy<2,>=1.5 (from pytest->-r requirements.txt (line 1))
dependency-test	Install Dependencies	2026-08-19T14:06:53.2670174Z   Downloading pluggy-1.6.0-py3-none-any.whl.metadata (4.8 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.2885561Z Collecting pygments>=2.7.2 (from pytest->-r requirements.txt (line 1))
dependency-test	Install Dependencies	2026-08-19T14:06:53.2968676Z   Downloading pygments-2.21.0-py3-none-any.whl.metadata (2.5 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.3102400Z Downloading pytest-9.1.1-py3-none-any.whl (386 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.3534459Z Downloading pluggy-1.6.0-py3-none-any.whl (20 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.3631326Z Downloading iniconfig-2.3.0-py3-none-any.whl (7.5 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.3726923Z Downloading packaging-26.3-py3-none-any.whl (129 kB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.3899190Z Downloading pygments-2.21.0-py3-none-any.whl (1.3 MB)
dependency-test	Install Dependencies	2026-08-19T14:06:53.4511659Z    ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 1.3/1.3 MB 21.7 MB/s  0:00:00
dependency-test	Install Dependencies	2026-08-19T14:06:53.4969975Z Installing collected packages: pygments, pluggy, packaging, iniconfig, pytest
dependency-test	Install Dependencies	2026-08-19T14:06:54.4725717Z 
dependency-test	Install Dependencies	2026-08-19T14:06:54.4735392Z Successfully installed iniconfig-2.3.0 packaging-26.3 pluggy-1.6.0 pygments-2.21.0 pytest-9.1.1
dependency-test	Check App Syntax	﻿2026-08-19T14:06:54.5264022Z ##[group]Run python -c ""import app""
dependency-test	Check App Syntax	2026-08-19T14:06:54.5264412Z ^[[36;1mpython -c ""import app""^[[0m
dependency-test	Check App Syntax	2026-08-19T14:06:54.5308680Z shell: /usr/bin/bash -e {0}
dependency-test	Check App Syntax	2026-08-19T14:06:54.5308968Z env:
dependency-test	Check App Syntax	2026-08-19T14:06:54.5309254Z   pythonLocation: /opt/hostedtoolcache/Python/3.11.16/x64
dependency-test	Check App Syntax	2026-08-19T14:06:54.5309881Z   PKG_CONFIG_PATH: /opt/hostedtoolcache/Python/3.11.16/x64/lib/pkgconfig
dependency-test	Check App Syntax	2026-08-19T14:06:54.5310400Z   Python_ROOT_DIR: /opt/hostedtoolcache/Python/3.11.16/x64
dependency-test	Check App Syntax	2026-08-19T14:06:54.5310799Z   Python2_ROOT_DIR: /opt/hostedtoolcache/Python/3.11.16/x64
dependency-test	Check App Syntax	2026-08-19T14:06:54.5311191Z   Python3_ROOT_DIR: /opt/hostedtoolcache/Python/3.11.16/x64
dependency-test	Check App Syntax	2026-08-19T14:06:54.5311579Z   LD_LIBRARY_PATH: /opt/hostedtoolcache/Python/3.11.16/x64/lib
dependency-test	Check App Syntax	2026-08-19T14:06:54.5311920Z ##[endgroup]
dependency-test	Check App Syntax	2026-08-19T14:06:54.5486909Z Traceback (most recent call last):
dependency-test	Check App Syntax	2026-08-19T14:06:54.5493498Z   File ""<string>"", line 1, in <module>
dependency-test	Check App Syntax	2026-08-19T14:06:54.5494211Z   File ""/home/runner/work/dependency-error-repo/dependency-error-repo/app.py"", line 4
dependency-test	Check App Syntax	2026-08-19T14:06:54.5494854Z     if __name__ == ""__main__""
dependency-test	Check App Syntax	2026-08-19T14:06:54.5495130Z                              ^
dependency-test	Check App Syntax	2026-08-19T14:06:54.5495401Z SyntaxError: expected ':'
dependency-test	Check App Syntax	2026-08-19T14:06:54.5522727Z ##[error]Process completed with exit code 1.
dependency-test	Post Checkout Repository	﻿2026-08-19T14:06:54.5671132Z Node 20 is being deprecated. This workflow is running with Node 24 by default. If you need to temporarily use Node 20, you can set the ACTIONS_ALLOW_USE_UNSECURE_NODE_VERSION=true environment variable. For more information see: https://github.blog/changelog/2025-09-19-deprecation-of-node-20-on-github-actions-runners/
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.5672419Z Post job cleanup.
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.6536939Z [command]/usr/bin/git version
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.6583341Z git version 2.55.0
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.6620402Z Temporarily overriding HOME='/home/runner/work/_temp/c12320e4-5271-415d-aa6a-78c859a3de72' before making global git config changes
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.6621999Z Adding repository directory to the temporary git global config as a safe directory
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.6625615Z [command]/usr/bin/git config --global --add safe.directory /home/runner/work/dependency-error-repo/dependency-error-repo
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.6668862Z [command]/usr/bin/git config --local --name-only --get-regexp core\.sshCommand
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.6707677Z [command]/usr/bin/git submodule foreach --recursive sh -c ""git config --local --name-only --get-regexp 'core\.sshCommand' && git config --local --unset-all 'core.sshCommand' || :""
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.7011389Z [command]/usr/bin/git config --local --name-only --get-regexp http\.https\:\/\/github\.com\/\.extraheader
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.7051273Z http.https://github.com/.extraheader
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.7064185Z [command]/usr/bin/git config --local --unset-all http.https://github.com/.extraheader
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.7113607Z [command]/usr/bin/git submodule foreach --recursive sh -c ""git config --local --name-only --get-regexp 'http\.https\:\/\/github\.com\/\.extraheader' && git config --local --unset-all 'http.https://github.com/.extraheader' || :""
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.7387649Z [command]/usr/bin/git config --local --name-only --get-regexp ^includeIf\.gitdir:
dependency-test	Post Checkout Repository	2026-08-19T14:06:54.7432168Z [command]/usr/bin/git submodule foreach --recursive git config --local --show-origin --name-only --get-regexp remote.origin.url
dependency-test	Complete job	﻿2026-08-19T14:06:54.7860555Z Cleaning up orphan processes
dependency-test	Complete job	2026-08-19T14:06:54.8157323Z ##[warning]Node.js 20 is deprecated. The following actions target Node.js 20 but are being forced to run on Node.js 24: actions/checkout@v4, actions/setup-python@v5. For more information see: https://github.blog/changelog/2025-09-19-deprecation-of-node-20-on-github-actions-runners/",syntax_error,1,<string>,SyntaxError: expected ':',1,3.11.16
run_0002,2026-08-20T06:58:17.7846733Z,Check App Syntax,build,0.021,failure,SyntaxError,'(' was never closed,"dependency-test	Set up job	﻿2026-08-20T06:58:17.7846733Z Current runner version: '2.336.0'
dependency-test	Set up job	2026-08-20T06:58:17.7872220Z ##[group]Runner Image Provisioner
dependency-test	Set up job	2026-08-20T06:58:17.7873324Z Hosted Compute Agent
dependency-test	Set up job	2026-08-20T06:58:17.7874071Z Version: 20260729.566
dependency-test	Set up job	2026-08-20T06:58:17.7874727Z Commit: cf7153fe6e25b664e8693c24944bf2b00355d109
dependency-test	Set up job	2026-08-20T06:58:17.7875443Z Build Date: 2026-07-29T19:17:02Z
dependency-test	Set up job	2026-08-20T06:58:17.7876099Z Worker ID: {9e39bdea-064f-42c4-b1b4-922facaf4858}
dependency-test	Set up job	2026-08-20T06:58:17.7877058Z Azure Region: northcentralus
dependency-test	Set up job	2026-08-20T06:58:17.7877688Z ##[endgroup]
dependency-test	Set up job	2026-08-20T06:58:17.7879485Z ##[group]Operating System
dependency-test	Set up job	2026-08-20T06:58:17.7880122Z Ubuntu
dependency-test	Set up job	2026-08-20T06:58:17.7880639Z 24.04.4
dependency-test	Set up job	2026-08-20T06:58:17.7881189Z LTS
dependency-test	Set up job	2026-08-20T06:58:17.7881759Z ##[endgroup]
dependency-test	Set up job	2026-08-20T06:58:17.7882278Z ##[group]Runner Image
dependency-test	Set up job	2026-08-20T06:58:17.7882835Z Image: ubuntu-24.04
dependency-test	Set up job	2026-08-20T06:58:17.7883396Z Version: 20260810.271.1
dependency-test	Set up job	2026-08-20T06:58:17.7884385Z Included Software: https://github.com/actions/runner-images/blob/ubuntu24/20260810.271/images/ubuntu/Ubuntu2404-Readme.md
dependency-test	Set up job	2026-08-20T06:58:17.7886058Z Image Release: https://github.com/actions/runner-images/releases/tag/ubuntu24%2F20260810.271
dependency-test	Set up job	2026-08-20T06:58:17.7887071Z ##[endgroup]
dependency-test	Set up job	2026-08-20T06:58:17.7888249Z ##[group]GITHUB_TOKEN Permissions
dependency-test	Set up job	2026-08-20T06:58:17.7890776Z Contents: read
dependency-test	Set up job	2026-08-20T06:58:17.7891400Z Metadata: read
dependency-test	Set up job	2026-08-20T06:58:17.7892265Z Packages: read
dependency-test	Set up job	2026-08-20T06:58:17.7892842Z ##[endgroup]
dependency-test	Set up job	2026-08-20T06:58:17.7895482Z Secret source: Actions
dependency-test	Set up job	2026-08-20T06:58:17.7896897Z Prepare workflow directory
dependency-test	Set up job	2026-08-20T06:58:17.8210508Z Prepare all required actions
dependency-test	Set up job	2026-08-20T06:58:17.8260190Z Getting action download info
dependency-test	Set up job	2026-08-20T06:58:18.0605940Z Download action repository 'actions/checkout@v4' (SHA:11d5960a326750d5838078e36cf38b85af677262)
dependency-test	Set up job	2026-08-20T06:58:18.2092805Z Download action repository 'actions/setup-python@v5' (SHA:a26af69be951a213d495a4c3e4e4022e16d87065)
dependency-test	Set up job	2026-08-20T06:58:18.4051914Z Complete job name: dependency-test
dependency-test	Checkout Repository	﻿2026-08-20T06:58:18.4694762Z Node 20 is being deprecated. This workflow is running with Node 24 by default. If you need to temporarily use Node 20, you can set the ACTIONS_ALLOW_USE_UNSECURE_NODE_VERSION=true environment variable. For more information see: https://github.blog/changelog/2025-09-19-deprecation-of-node-20-on-github-actions-runners/
dependency-test	Checkout Repository	2026-08-20T06:58:18.4703052Z ##[group]Run actions/checkout@v4
dependency-test	Checkout Repository	2026-08-20T06:58:18.4703806Z with:
dependency-test	Checkout Repository	2026-08-20T06:58:18.4704368Z   repository: DhruvHegde/dependency-error-repo
dependency-test	Checkout Repository	2026-08-20T06:58:18.4708340Z   token: ***
dependency-test	Checkout Repository	2026-08-20T06:58:18.4708840Z   ssh-strict: true
dependency-test	Checkout Repository	2026-08-20T06:58:18.4709344Z   ssh-user: git
dependency-test	Checkout Repository	2026-08-20T06:58:18.4709858Z   persist-credentials: true
dependency-test	Checkout Repository	2026-08-20T06:58:18.4710417Z   clean: true
dependency-test	Checkout Repository	2026-08-20T06:58:18.4710971Z   sparse-checkout-cone-mode: true
dependency-test	Checkout Repository	2026-08-20T06:58:18.4711540Z   fetch-depth: 1
dependency-test	Checkout Repository	2026-08-20T06:58:18.4712032Z   fetch-tags: false
dependency-test	Checkout Repository	2026-08-20T06:58:18.4712542Z   show-progress: true
dependency-test	Checkout Repository	2026-08-20T06:58:18.4713043Z   lfs: false
dependency-test	Checkout Repository	2026-08-20T06:58:18.4713552Z   submodules: false
dependency-test	Checkout Repository	2026-08-20T06:58:18.4714179Z   set-safe-directory: true
dependency-test	Checkout Repository	2026-08-20T06:58:18.4714761Z   allow-unsafe-pr-checkout: false
dependency-test	Checkout Repository	2026-08-20T06:58:18.4715477Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-20T06:58:18.5721005Z Syncing repository: DhruvHegde/dependency-error-repo
dependency-test	Checkout Repository	2026-08-20T06:58:18.5723780Z ##[group]Getting Git version info
dependency-test	Checkout Repository	2026-08-20T06:58:18.5725047Z Working directory is '/home/runner/work/dependency-error-repo/dependency-error-repo'
dependency-test	Checkout Repository	2026-08-20T06:58:18.5727299Z [command]/usr/bin/git version
dependency-test	Checkout Repository	2026-08-20T06:58:18.5756926Z git version 2.54.0
dependency-test	Checkout Repository	2026-08-20T06:58:18.5774919Z ##[endgroup]
dependency-test	Checkout Repository	2026-08-20T06:58:18.5787042Z Temporarily overriding HOME='/home/runner/work/_temp/47d18387-1931-4b7b-81ba-33717170854b' before making global git config changes
dependency-test	Checkout Repository	2026-08-20T06:58:18.5789401Z Adding repository directory to the temporary git global config as a safe directory
